"Title","Redirect URL","File Size","Type","Created","Contract Number","Contract Order","Document Summary"
"DIR-SDD-1711 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EffsntsBt31AlF7BAqT2vl8BQK93ARfdB9PE9vFN9TLjTA","92048","pdf","9/28/2021 2:10:23 PM","DIR-SDD-1711","0.03","Appendix C, Pricing Index"
"DIR-SDD-1711 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EUsmH1tpSEpFgbJc8ogWqJ8B3JCX4myNTHvDzHrHEOgpMA","87721","pdf","9/28/2021 2:10:29 PM","DIR-SDD-1711","1","Amendment 1"
"DIR-SDD-1711 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EZcc1MGWQnBElm_GBibgMhcB53a2bEML3RJDrOS-arqZwQ","228001","pdf","9/28/2021 2:10:35 PM","DIR-SDD-1711","2","Amendment 2"
"DIR-SDD-1711 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EagqQOb3oeFLj9s0MhEXuTIBuEFMQROFjwPcN7e48a393w","88120","pdf","9/28/2021 2:10:42 PM","DIR-SDD-1711","3","Amendment 3"
"DIR-SDD-1711 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/EV_mLwt0xvJOvxl6_tiEzzkBD-qNQfN0uVE9mhL9SvIaxg","86325","pdf","9/28/2021 2:10:47 PM","DIR-SDD-1711","4","Amendment 4"
"DIR-SDD-1716 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EfhLrx52rFFLqJwDa_K335wBzhx_V0hWjvFkTemsvqbfcg","195915","pdf","9/28/2021 2:10:54 PM","DIR-SDD-1716","0","Contract DIR-SDD-1716"
"DIR-SDD-1716 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EXrrRvK9c4lAgBNcLHMuJgkBgNRnJjOd7q_tR9fWSr0Pfw","204065","pdf","9/28/2021 2:10:59 PM","DIR-SDD-1716","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1716 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/Ea9i7LeyRXFGuEGL4pcroiYBs3e9kYkMjLhW4i0FivLtJQ","302294","pdf","9/28/2021 2:11:05 PM","DIR-SDD-1716","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1716 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/ERXbwygMow5HhUYENv0BRLsBV1F1HqLBBbYDy_xe35zsgA","11890","pdf","9/28/2021 2:11:09 PM","DIR-SDD-1716","0.03","Appendix C, Pricing Index"
"DIR-SDD-1716 Appendix D Clearwell End User License Agreement EULA","https://dir1.sharepoint.com/:b:/s/Contracts/EdXWFzZwP0RLnUXOdmaEEZkBAZF9DSyZqCSKZDchDUV4Jw","96555","pdf","9/28/2021 2:11:14 PM","DIR-SDD-1716","0.04","Appendix D, Clearwell End User License Agreement EULA"
"DIR-SDD-1716 Appendix E INTTensity End User License Agreement EULA","https://dir1.sharepoint.com/:b:/s/Contracts/EQuH1N-EV-BBll9ZSxAEHW4BrcgxxFAIGeuhWQi5AyMy7w","481741","pdf","9/28/2021 2:11:19 PM","DIR-SDD-1716","0.05","Appendix E, INTTensity End User License Agreement EULA"
"DIR-SDD-1716 Appendix F IQM2 License Service Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EcV2wWW4NRtCgJ89XZ9zCRQBALQCzu7cNPsNKbBd3e2Jzg","100104","pdf","9/28/2021 2:11:27 PM","DIR-SDD-1716","0.06","Appendix F, IQM2 License Service Agreement"
"DIR-SDD-1716 Appendix G Saratoga Software License Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EX2Mc1UuH7FEqZkm685NvwUBhOvQLuBG2bStVIsVUsZNnA","79152","pdf","9/28/2021 2:11:31 PM","DIR-SDD-1716","0.07","Appendix G, Saratoga Software License Agreement"
"DIR-SDD-1716 Appendix H Vormetric Master Software License and Harware","https://dir1.sharepoint.com/:b:/s/Contracts/ET2ZHerE7uRFjPFYxFT7b5wBOTZEKwjZwM_UmKNa2nnV-w","374608","pdf","9/28/2021 2:11:37 PM","DIR-SDD-1716","0.08","Appendix H, Vormetric Master Software License and Harware Bundled Agreement"
"DIR-SDD-1716 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/Ecthrvx_c8dEp2gs6x_45NcBWB36jUEAoPt297KZ7kTERQ","159178","pdf","9/28/2021 2:11:43 PM","DIR-SDD-1716","1","Amendment 1"
"DIR-SDD-1716 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EUALlYNIsE9MmIy4ib56IWsBCqwEKl56OR-4hPxq_cj78g","228479","pdf","9/28/2021 2:11:49 PM","DIR-SDD-1716","2","Amendment 2"
"DIR-SDD-1716 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EXgNGWt_uEFPtX_7BP7f1W0BlwGkfOcNZReUpSe66HJC2w","71344","pdf","9/28/2021 2:11:55 PM","DIR-SDD-1716","3","Amendment 3"
"DIR-SDD-1716 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/ERgItoYHKixEvCAT4Hw-5sQBEabvAmT2Ry51eHtUeStA7Q","30132","pdf","9/28/2021 2:12:00 PM","DIR-SDD-1716","4","Amendment 4"
"DIR-SDD-1718 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EfdyPkDqx-dBg9gOxW76NUwBykdZ6A0Lyu-CK4mhrCoEew","199173","pdf","9/28/2021 2:12:05 PM","DIR-SDD-1718","0","Contract DIR-SDD-1718"
"DIR-SDD-1718 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EZt10LU9CwtKq2H4dzehujQBnxRl-UJ19mUPgpMZketokw","204013","pdf","9/28/2021 2:12:11 PM","DIR-SDD-1718","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1718 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EaNXdkZKpgtMhOd3tpA_w_4Byzfd5fMv-MvI_5K_6lf78w","761323","pdf","9/28/2021 2:12:16 PM","DIR-SDD-1718","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1718 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EXlV7Bv3Ip5Gr-bWr3654ysBGsmrXmJ9cIrzbZorElQefg","31341","pdf","9/28/2021 2:12:23 PM","DIR-SDD-1718","0.03","Appendix C, Pricing Index"
"DIR-SDD-1718 Appendix D Service Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/Efo33vjXmuRFgjU4zsrQcmMBUJCAPG5n5BXvAYH9qx-bIg","95183","pdf","9/28/2021 2:12:27 PM","DIR-SDD-1718","0.04","Appendix D, Service Agreement"
"DIR-SDD-1718 Appendix E Master Operating Lease Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EWYhQ4ro8LxHmTRfROYKJnYBWMaoyoR71vW2NFzJiICChg","242446","pdf","9/28/2021 2:12:33 PM","DIR-SDD-1718","0.05","Appendix E, Master Operating Lease Agreement"
"DIR-SDD-1718 Appendix F Master Lease Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/Ecz-mMtUIexIjpWSIEsp86gBMAViwfzCBEEnsmXkEgRnPg","305143","pdf","9/28/2021 2:12:38 PM","DIR-SDD-1718","0.06","Appendix F, Master Lease Agreement"
"DIR-SDD-1718 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/ESoN5EOXSv1DrHvVUw3dLHcBKOvXbrQLYqvy8Nyu8l2gvw","150767","pdf","9/28/2021 2:12:44 PM","DIR-SDD-1718","1","Amendment 1"
"DIR-SDD-1718 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/ER7UP_Dn1opKjZi-Gr95RPkBdwUuuS6pp5tNYYNgHovE0Q","111005","pdf","9/28/2021 2:12:50 PM","DIR-SDD-1718","2","Amendment 2"
"DIR-SDD-1718 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/ERmxC9L9vONHrO7e_CmyRH0B3ldFtPPa582vMYQRo661IA","173076","pdf","9/28/2021 2:12:55 PM","DIR-SDD-1718","3","Amendment 3"
"DIR-SDD-1718 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/EYhyMYVlfRNInw9rxG8WtqEBWfVdM89vJiyEk6jCmd-7NA","89871","pdf","9/28/2021 2:13:01 PM","DIR-SDD-1718","4","Amendment 4"
"DIR-SDD-1718 Amendment 5","https://dir1.sharepoint.com/:b:/s/Contracts/EYWK1F7P82tLqg0XfNz19JsBnM_y7dfkZYIVZxVjG911zQ","23473","pdf","9/28/2021 2:13:07 PM","DIR-SDD-1718","5","Amendment 5"
"DIR-SDD-1722 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EVjM-85X2pJHkcAV4ADa5VUBeGYChXQxG7fFwZN1E7CPjA","191131","pdf","9/28/2021 2:13:12 PM","DIR-SDD-1722","0","Contract DIR-SDD-1722"
"DIR-SDD-1722 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/Edmm4N2g-sxNphsHZFnyWH0Be18gZAzUhNZdX99k8vzccA","527360","pdf","9/28/2021 2:13:18 PM","DIR-SDD-1722","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1722 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/Ebb7bfrjYSVKuOs5uI_wChsBhcmclgMvFCkJpE3Cj0kitw","134641","pdf","9/28/2021 2:13:25 PM","DIR-SDD-1722","0.03","Appendix C, Pricing Index"
"DIR-SDD-1722 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/Ea0-X9RmNXRGrsaA8D1kbnUB4YYwG0TC9EAq8uJ8FDFdYg","536586","pdf","9/28/2021 2:13:30 PM","DIR-SDD-1722","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1722 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/ER5PQaFk7IhNhtiLT697K1MBajESVoH_cUTPKD5cuxO8Tg","93878","pdf","9/28/2021 2:13:37 PM","DIR-SDD-1722","1","Amendment 1"
"DIR-SDD-1722 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/ERvGgP8IAtZFhRW68AxnI8UBoDcbumXPBI-wbBnF9r0f7g","142630","pdf","9/28/2021 2:13:43 PM","DIR-SDD-1722","2","Amendment 2"
"DIR-SDD-1722 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/ETCdMNLzkztDtN6jfpTsFzIBhxa0s0LR7I58WIm58DS_fQ","162600","pdf","9/28/2021 2:13:49 PM","DIR-SDD-1722","3","Amendment 3"
"DIR-SDD-1722 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/Eb92IfyWRfNNtF9RSgrDkFwBA7bHNqQCnyk4-LhZRljvFQ","13807","pdf","9/28/2021 2:13:54 PM","DIR-SDD-1722","4","Amendment 4"
"DIR-SDD-1722 Amendment 5","https://dir1.sharepoint.com/:b:/s/Contracts/EfSbJgQXFiFPn19N7IVe1soBUhQTt_Fyw0kuYze0th3HTg","154248","pdf","9/28/2021 2:14:00 PM","DIR-SDD-1722","5","Amendment 5"
"DIR-SDD-1723 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EatjESsJKMhLsXXzlLX107ABwzwnGwGyy3CHbbSD4S90fg","190783","pdf","9/28/2021 2:14:06 PM","DIR-SDD-1723","0","Contract DIR-SDD-1723"
"DIR-SDD-1723 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EfLLc-53C5ZHnG55qXJyWWABsoAdStTP591U-UFTdvxMeA","204178","pdf","9/28/2021 2:14:11 PM","DIR-SDD-1723","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1723 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EbOIbDCzE4BOvXA0VbBngM8BTSKdLZ4NG74IVOnD5D6EzA","21005","pdf","9/28/2021 2:14:17 PM","DIR-SDD-1723","0.03","Appendix C, Pricing Index"
"DIR-SDD-1723 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EXBIGfM5iptDhQkBypbxsjoB522ZunZe5VOfSJxqyKGJGA","150147","pdf","9/28/2021 2:14:23 PM","DIR-SDD-1723","1","Amendment 1"
"DIR-SDD-1723 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/ES2FtwEQiCpKqihPuOkx_eQBcAlRFp2KBp4WEnQxIrDWJw","168294","pdf","9/28/2021 2:14:28 PM","DIR-SDD-1723","2","Amendment 2"
"DIR-SDD-1723 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EZQspWjWWsNJptVK8p8I_pwBLsc_yIIdNUP2rTXvfycaCQ","90570","pdf","9/28/2021 2:14:35 PM","DIR-SDD-1723","3","Amendment 3"
"DIR-SDD-1723 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/EUzQv7Wh36dNgB3-t4mBcEAB9ldnC4ORAq337KF4rrW8bg","23753","pdf","9/28/2021 2:14:40 PM","DIR-SDD-1723","4","Amendment 4"
"DIR-SDD-1724 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EdcBEN0KqE5Forf_4VzjBJkBWVSBrooTuJjNPND0ANaHEQ","191854","pdf","9/28/2021 2:14:47 PM","DIR-SDD-1724","0","Contract DIR-SDD-1724"
"DIR-SDD-1724 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EWJsOf7HDSFGghuD7ewJwckBLqPrFyolCJoRlMa2ISkO7g","531505","pdf","9/28/2021 2:14:52 PM","DIR-SDD-1724","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1724 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EU6OBFXe789HjLMkGqX-14MBlVMc-Tv6eyOBPahk4xuMbQ","40464","pdf","9/28/2021 2:14:58 PM","DIR-SDD-1724","0.03","Appendix C, Pricing Index"
"DIR-SDD-1724 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EaqFyJ8ZeHtKtcDtmYnlHxYBO7shafD8jwz4tlyMR60RnA","640811","pdf","9/28/2021 2:15:07 PM","DIR-SDD-1724","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1724 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EUyxBwGOq89PrzDT0VAdNkgBQ6YCGPtdDyuYIZO0w6bWWQ","158452","pdf","9/28/2021 2:15:13 PM","DIR-SDD-1724","1","Amendment 1"
"DIR-SDD-1724 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EeRUeagFAa1Cq0B1-ZVFQsIBhWuXpSM18wG2leiyu1oSCQ","233099","pdf","9/28/2021 2:15:19 PM","DIR-SDD-1724","2","Amendment 2"
"DIR-SDD-1724 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EXLv7lgfY6pFkx9Mxndl5fwBKcs3FNFTeTGadvFfHnXcWg","90007","pdf","9/28/2021 2:15:25 PM","DIR-SDD-1724","3","Amendment 3"
"DIR-SDD-1725 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EYzBzJ3G5CdFtjLnHudgbEsBkGCeNihy6CZLP5ESYL_Nrw","192612","pdf","9/28/2021 2:15:30 PM","DIR-SDD-1725","0","Contract DIR-SDD-1725"
"DIR-SDD-1725 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EYIODse9falBrr59sFL0My4BxJb48AO7KwXGZp-q00a39A","527536","pdf","9/28/2021 2:15:36 PM","DIR-SDD-1725","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1725 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EWOMAUK4u79EqqBhIukDVasBUnfkui44te5S23D-Rfd1XA","191686","pdf","9/28/2021 2:15:45 PM","DIR-SDD-1725","0.03","Appendix C, Pricing Index"
"DIR-SDD-1725 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/ER4-IJcKwSRLuQmSQukxz2MBYO7QRxf5p7IX3l-dr5lhlA","291515","pdf","9/28/2021 2:15:52 PM","DIR-SDD-1725","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1725 Appendix D Customer Service Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EdDG51bYTxVMnFBwiy8Kup8BstCtQ4mBd1B1peFFpJL7iw","120541","pdf","9/28/2021 2:15:58 PM","DIR-SDD-1725","0.04","Appendix D, Customer Service Agreement"
"DIR-SDD-1725 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/ESzfSuKRcANBgSW8mGBA0WgBy9PfDfVQaRRMz0gvc4nC-g","89804","pdf","9/28/2021 2:16:06 PM","DIR-SDD-1725","1","Amendment 1"
"DIR-SDD-1725 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/ETR5QVm_uINBgNDtAbESSI8B1oTcJvb6-h3cgp6UPSf2rw","90307","pdf","9/28/2021 2:16:12 PM","DIR-SDD-1725","2","Amendment 2"
"DIR-SDD-1725 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EXRRZD4OEtpJr5SBJ5QNAwEBxKKhnvbN_bKZk3Izo6b2IQ","155608","pdf","9/28/2021 2:16:18 PM","DIR-SDD-1725","3","Amendment 3"
"DIR-SDD-1727 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EVoOfyw2_PxLpw1eD9KarEUBgq_1RIpmMZ1guGv43Pfs1w","170651","pdf","9/28/2021 2:16:23 PM","DIR-SDD-1727","0","Contract DIR-SDD-1727"
"DIR-SDD-1727 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/ES80QHYNIdJAtJ2B-7k3i7YBepCVC9aC1RrkJlQuH7Xesg","204165","pdf","9/28/2021 2:16:29 PM","DIR-SDD-1727","0.01","Appendix A, Standard Terms and Conditions"
"DIR-SDD-1727 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/Eabx5e3eQ1JNhVTd-mcMwt4BSBASF2uACm70XvavKbvBIA","640726","pdf","9/28/2021 2:16:35 PM","DIR-SDD-1727","0.02","Appendix B, HUB Subcontracting Plan"
"DIR-SDD-1727 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EWYhdHOoNNpNvKrSbAXSUkkB2EWPwu0u2a57n2lVxXCnwg","96735","pdf","9/28/2021 2:16:41 PM","DIR-SDD-1727","0.03","Appendix C, Pricing Index"
"DIR-SDD-1727 Appendix D BMC Subscription Services Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EdKp0rSiaflFpqoOhEKy7sIB8yODnc7c4bXO9GSeLlRN-A","271602","pdf","9/28/2021 2:16:48 PM","DIR-SDD-1727","0.04","Appendix D, BMC Subscription Services Agreement"
"DIR-SDD-1727 Appendix E Service Level Agreement BMC Remedy OnDemand","https://dir1.sharepoint.com/:b:/s/Contracts/ESRE8g8Z0utDnumva41AKMYBGpsx6U6a4rHMMUlW_4S4eg","186380","pdf","9/28/2021 2:17:00 PM","DIR-SDD-1727","0.05","Appendix E, Service Level Agreement - BMC Remedy OnDemand"
"DIR-SDD-1727 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/ETUnJ3ZDXhNLt6OYm-H2-wsBEsVjClvXQptX59gtdfJeSQ","238264","pdf","9/28/2021 2:17:07 PM","DIR-SDD-1727","1","Amendment 1"
"DIR-SDD-1727 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EfIJYrQ8m39ItYGVzQZWigcBGKFWn5TsUzvhGzH_9CzklA","248896","pdf","9/28/2021 2:17:13 PM","DIR-SDD-1727","2","Amendment 2"
"DIR-SDD-1727 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/Eb0UsCv5N-JBpmlKcfq0U7UBE4DKE1nbnOOZ37cYSNICPw","71023","pdf","9/28/2021 2:17:20 PM","DIR-SDD-1727","3","Amendment 3"
"DIR-SDD-1727 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/EYyvcJhT74ZEu-tE0dRXsoEBo9WgKT5sqBLha6YHjJzviQ","24144","pdf","9/28/2021 2:17:26 PM","DIR-SDD-1727","4","Amendment 4"
"DIR-SDD-1728 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EZEPkTAHpY1Gv0BdXmdIHO4BOOlo1X4GgRMAme7pKp1cSw","189883","pdf","9/28/2021 2:17:31 PM","DIR-SDD-1728","0","Contract DIR-SDD-1728"
"DIR-SDD-1728 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EXrqBUNlh95AgMsSbaBmRnsBd4EJGiIFwFPxLCGcfExwuQ","203472","pdf","9/28/2021 2:17:36 PM","DIR-SDD-1728","0.01","Appendix A, Standard Terms and Conditions"
