"Title","Redirect URL","File Size","Type","Created","Contract Number","Contract Order","Document Summary"
"DIR-TEX-AN-NG-CTSA-010 TEXAN NG RFO DIR-TEX-AN-NG-001","https://dir1.sharepoint.com/:u:/s/Contracts/ERbJTw-Kd_NOv2Yi60IPx8cB7Vi9308I3gJIsnZ_e5GBrw","19433753","zip","8/18/2015 5:18:26 PM","DIR-TEX-AN-NG-CTSA-010","20","RFO"
"DIR-TEX-AN-NG-CTSA-004 Amendment 6","https://dir1.sharepoint.com/:b:/s/Contracts/EQdlEr_x3JdCh70CN-517MsBdxRix94w81KtUs1TgnRFKA","68559","pdf","11/24/2015 2:41:43 PM","DIR-TEX-AN-NG-CTSA-004","29","Amendment 6 "
"DIR-TEX-AN-NG-CTSA-004 Appendix D5","https://dir1.sharepoint.com/:b:/s/Contracts/Edv2e0BHD5BBqMsY9xPyBNcBbSKpXcwv2qvbHjHu-aFaAw","356164","pdf","11/24/2015 8:39:31 PM","DIR-TEX-AN-NG-CTSA-004","48","HCS service agreement"
"DIR-TEX-AN-NG-CTSA-004 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EXBwPUPjmG1Lh2-5_5IWRbsBQmn75fm0Ox28PsLCQFNaqA","1073375","pdf","4/21/2016 4:44:43 PM","DIR-TEX-AN-NG-CTSA-004","1","Updating contract document"
"DIR-TSO-3415 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ESVLhCOg2AZHul0qT4Qg5bYBjSQoMo6MFfxefTQpRAcc3Q","247295","pdf","4/27/2016 11:13:53 PM","DIR-TSO-3415","1","Contract"
"DIR-TSO-3416 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EbySkwtdCtlNmwriPJgqR4wBBwK9SRwfJBLcIzNaWt1MzQ","154780","pdf","5/3/2016 10:44:09 PM","DIR-TSO-3416","1","New T-Mobile Contract"
"RFO DIR-TSO-TMP-234 for DIR-TSO-3416","https://dir1.sharepoint.com/:u:/s/Contracts/EaLvhRryWVlOg9t762QgSUUBMORIrl6XfEzp-cudy8FlXQ","2474989","zip","5/4/2016 2:32:06 PM","DIR-TSO-3416","7","RFO zip file"
"RFO DIR-TSO-TMP-234 for DIR-TSO-3415","https://dir1.sharepoint.com/:u:/s/Contracts/EY0cMZGDe_pNpzdO6NT-lasBrQMdCQSHUrxvGXwj1Wb18Q","2474989","zip","5/4/2016 2:41:04 PM","DIR-TSO-3415","7","RFO complete package"
"DIR-TSO-3420 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/Eb42TN0AUKdCoAEWIU0i5ZoBSis02eWGeVHzYfgmtfKYGw","236427","pdf","6/10/2016 11:09:37 PM","DIR-TSO-3420","1","ATT wireless contract"
"RFO DIR-TSO-TMP-234 for DIR-TSO-3420","https://dir1.sharepoint.com/:u:/s/Contracts/EQcpUVi0CiZIqt4-nBsNgZIB1OyKeYsWCAqvE62Qeij92g","2474989","zip","6/10/2016 11:28:04 PM","DIR-TSO-3420","5","RFO"
"DIR-TEX-AN-NG-CTSA-004 Amendment 7","https://dir1.sharepoint.com/:b:/s/Contracts/EctgpyNT89xJsYPC9mh8vCABzuDT42TVjYjDRC4eHbgb6A","175883","pdf","6/16/2016 7:22:36 PM","DIR-TEX-AN-NG-CTSA-004","29.5","DIR-TEX-AN-NG-CTSA-004 Amendment 7"
"DIR-TEX-AN-NG-CTSA-005 Exhibit I - HUB Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EUFyEfEyitZMurRzd_FKEYsBgjuZ5DkHeNZ_QUGI_qpOoA","1051710","pdf","6/20/2016 7:42:33 PM","DIR-TEX-AN-NG-CTSA-005","18","Updated HUB plan"
"DIR-TEX-AN-NG-CTSA-005 Amendment 4","https://dir1.sharepoint.com/:b:/s/Contracts/EWGZW77t7dtJo86eQph7cgQBl1WODJDGCOsS7x4G_ri9nQ","177424","pdf","6/27/2016 3:39:40 PM","DIR-TEX-AN-NG-CTSA-005","27","DIR-TEX-AN-NG-CTSA-005 Amendment 4"
"DIR-TSO-3416 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/Eb6vjwVbtphIoNgMy0Sr3_MBAxAgpnz7SdPFF-1lNU5Mog","1125834","pdf","7/1/2016 5:05:44 PM","DIR-TSO-3416","3","Non-Docusign file"
"DIR-TSO-3415 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EUAxgfQ0xixMrsNKlUfzzoABmPHWhNFHGTgb7RIoO0yGeA","826462","pdf","7/1/2016 5:37:03 PM","DIR-TSO-3415","3","non-docusign file"
"DIR-TSO-3415 Appendix E E-Rate Customer Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/ETJYZ9T4zo1Hu0vleTYsDCoBjTLv2v4Jam7dMAkKmQTsLw","92365","pdf","7/1/2016 5:39:24 PM","DIR-TSO-3415","6","non-docusign file"
"DIR-TEX-AN-NG-CTSA-002 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EXa-5tOJuTdNn6HExZJskSEB2PbZtxgnZBhZ95fmpwx9JA","159342","pdf","7/27/2016 1:35:28 PM","DIR-TEX-AN-NG-CTSA-002","23","Amendment 3"
"DIR-TSO-3447 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EeL-ayrnMfBAgQkvJU2zOKsBykSx4MkNZC0VJ5qjcAPuqw","336997","pdf","8/2/2016 9:52:15 PM","DIR-TSO-3447","0","DIR-TSO-3447 Contract"
"DIR-TSO-3434 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EQ8ZSnv4v39DhxajTM6GNy8BcZ34VX8SBLLD5KAye1Acdg","454033","pdf","8/2/2016 10:13:17 PM","DIR-TSO-3434","1","Appendix A Standard Terms and Conditions"
"DIR-TSO-3434 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EabcS6nyiutBohLbGL53TeEBX0KItM5Lpe4EGBxglyKcjA","862201","pdf","8/2/2016 10:14:50 PM","DIR-TSO-3434","2","Appendix B HUB Subcontracting Plan"
"DIR-TSO-3434 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EZJCSi4TvclPsSed59gn4mkBaou0lzPefUOea3TheSK_nA","221808","pdf","8/2/2016 10:18:47 PM","DIR-TSO-3434","3","Appendix C Pricing Index"
"DIR-TSO-3447 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/ES3w9j5VswdOuGSvq1nqIJABh8yD7nLGBQ47rymH6WBpPA","893944","pdf","8/3/2016 2:32:19 PM","DIR-TSO-3447","0.2","Appendix B HUB Subcontracting Plan"
"RFO DIR-SDD-TMP-234","https://dir1.sharepoint.com/:b:/s/Contracts/EauYTItUdd1GmBJbCQideggB5HdZdIVXUsNxnjxaCD4iUw","1609592","pdf","8/8/2016 3:04:10 PM","DIR-TSO-3447","0.4","RFO DIR-SDD-TMP-234"
"DIR-SDD-TMP-234 RFO","https://dir1.sharepoint.com/:b:/s/Contracts/EeONte6KUNFPl2IzNgUjjRUB59mg-WcY8xjPqyT8aZra3w","1609592","pdf","8/10/2016 2:22:19 PM","DIR-TSO-3434","5","RFO DIR-SDD-TMP-234"
"DIR-TSO-3447 Amendment  1","https://dir1.sharepoint.com/:b:/s/Contracts/EaJ_wOvid8FLlm8l8nLSfQ4B0RGKLc5uDYUjFqjcm6v8Cg","97472","pdf","8/19/2016 7:41:20 PM","DIR-TSO-3447","1","DIR-TSO-3447 Amendment No. 1, GlobaFone Inc"
"DIR-TSO-3435 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ET0ofnWQQpBPklk4F4XddhUB4KCigng48I5medwpos92Ag","162095","pdf","8/19/2016 10:08:19 PM","DIR-TSO-3435","0","Contract"
"DIR-TSO-3435 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/EbY41H3yhndOqxMyG1vR3eMB5X2AH5BAVSTuuECYM9zxxg","518822","pdf","8/19/2016 10:09:07 PM","DIR-TSO-3435","1","Appendix A Standard Terms and Conditions"
"DIR-TSO-3435 Appendix B HUB Subcontracting Plan (unsigned)","https://dir1.sharepoint.com/:b:/s/Contracts/EYrvKZWQpChFs-sM1DWhMvIBrya3w-0i8ZH4jUoqzu1-fg","1152230","pdf","8/19/2016 10:09:51 PM","DIR-TSO-3435","2","Appendix B HUB Subcontracting Plan "
"DIR-TSO-3435 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EeuLc1u_SExDlZTS5C-8kDsBp60R1DrCDoZhsNwbnlbFHA","347885","pdf","8/19/2016 10:10:33 PM","DIR-TSO-3435","3","Appendix C Pricing Index"
"Exhibit 1 RFO DIR-TSO-TMP-234","https://dir1.sharepoint.com/:b:/s/Contracts/ESZKpVqdalxCtGcLYy55fncByZ8X1o1RvmL1vd-sjq0iBw","1609641","pdf","8/19/2016 10:21:47 PM","DIR-TSO-3435","4","RFO DIR-TSO-TMP:-234"
"DIR-TSO-3415 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EUiZwlI5voJDrlVx-ARfmLEBCBa9xe_vK63ZP0XxPi8Sxg","115861","pdf","9/6/2016 9:00:13 PM","DIR-TSO-3415","8","Amendment 1"
"DIR-TSO-3580 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ERSfE_06Tj1LjjcnVrN0eoIB-eNINrrDIyRQMj4E5AJZew","269248","pdf","9/28/2016 4:20:21 PM","DIR-TSO-3580","0","Contract"
"DIR-TSO-3580 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EeC0DAXxFutAmVZMPLcwqkUBrViaiRn6b-HuRGmK3l7KKQ","689266","pdf","9/28/2016 4:21:55 PM","DIR-TSO-3580","2","Appendix B"
"DIR-TSO-3580 Appendix D Customer Service Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EcnMTAst0T9EjvbHanyN1lgBqfZxNDHJZIbqX_72B7nknA","336873","pdf","9/28/2016 4:24:20 PM","DIR-TSO-3580","4","Appendix D"
"DIR-TEX-AN-NG-CTSA-005 Exhibit C-2 Wireless Backup SOW","https://dir1.sharepoint.com/:b:/s/Contracts/EYlIPxpswrBIhBhr7BJxXWgBkSpuvobc96o-tjyI3jdZKw","261751","pdf","10/24/2016 4:14:17 PM","DIR-TEX-AN-NG-CTSA-005","3","SOW template"
"DIR-TEX-AN-NG-CTSA-005 Amendment 5","https://dir1.sharepoint.com/:b:/s/Contracts/EYH3m5DZxRlFlOSH1dOC5koBssrmKP05MQyR2x49hAljDA","116352","pdf","10/24/2016 4:16:01 PM","DIR-TEX-AN-NG-CTSA-005","28","Amendment 5"
"DIR-TSO-3420 Amendment  1","https://dir1.sharepoint.com/:b:/s/Contracts/EWMfFo7qqvlOq0Dcq1rl4WoBiJF3IluGxCbFmCEUIXdrUg","211884","pdf","10/24/2016 5:31:23 PM","DIR-TSO-3420","6","Amendment 1"
"DIR-TEX-AN-NG-CTSA-010 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EXoMD5Jn2kNEiL9XoGq13vIBM68nI8223shE5DIAsqt_Bw","253590","pdf","11/3/2016 8:19:04 PM","DIR-TEX-AN-NG-CTSA-010","22","Amendment 2"
"DIR-TSO-3415 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/EU1EUoaYkM5LoX4pB2c_6w4BMO7isLDgtop2RrDUJwFE_A","117798","pdf","1/10/2017 9:52:13 PM","DIR-TSO-3415","9","Amendment 2"
"DIR-TSO-3416 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EYU16gQLy-tFtYu1Lq-9a1sByPr65EFkDZ2Wsbs_T3KJCg","118734","pdf","1/30/2017 4:16:32 PM","DIR-TSO-3416","8","Amendment 1"
"DIR-TSO-3432 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ES17kHAlOA9DuVhOe1r7SDEBHIC58kQHfjyKLLMKiU4Tsg","506972","pdf","3/10/2017 8:17:29 PM","DIR-TSO-3432","1","New contract"
"DIR-TSO-3432 Annex 1 to Appendix D","https://dir1.sharepoint.com/:b:/s/Contracts/EZITRwYoI9hGh66UrwTs8bUB-v0RXCAJHaIqVJlYg94Utw","455967","pdf","3/10/2017 8:22:26 PM","DIR-TSO-3432","6","new K"
"DIR-TSO-3432 Annex 2 to Appendix D","https://dir1.sharepoint.com/:b:/s/Contracts/ES4dSGEopnFAgqkkVJia3AQBjoJVPmIR8PJ2Bn8Z7CG3sg","399164","pdf","3/10/2017 8:23:14 PM","DIR-TSO-3432","7","new K"
"DIR-TSO-3432 Annex 3 to Appendix D","https://dir1.sharepoint.com/:b:/s/Contracts/EXqcvQp2hetJnp5KnX7gH_wB-76oB-M8g3afr9CkRgyVvw","325174","pdf","3/10/2017 8:23:56 PM","DIR-TSO-3432","8","new K"
"DIR-TSO-3432 Annex 4 to Appendix D","https://dir1.sharepoint.com/:b:/s/Contracts/ERZnzKK-BHFHqGueNjyL9yQB3fDf1fsqyVdEjO7QR6cu6w","311359","pdf","3/10/2017 8:25:16 PM","DIR-TSO-3432","9","new K"
"DIR-TSO-3432 Annex 5 to Appendix D","https://dir1.sharepoint.com/:b:/s/Contracts/ERYuvn65bbJNo43aoZ33TAsBHk8DIwBBxWgyfhheqzK1fQ","125052","pdf","3/10/2017 8:26:07 PM","DIR-TSO-3432","10","new K"
"DIR-TSO-3432 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/ETQnOcJ5KnBPsaj6BmmSqUkBDbOsHFCssmsVNBPDKl97OQ","827071","pdf","3/13/2017 6:09:08 PM","DIR-TSO-3432","3","New K"
"DIR-TSO-3415 Appendix F Trade-In Program Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EW9IjF92_DNFnwfShj4sNBcBQSFdZg3NaDL_dnT6xVdgLQ","461449","pdf","3/22/2017 10:07:37 PM","DIR-TSO-3415","6.5","Trade-in agreement"
"DIR-TSO-3415 Amendment 3","https://dir1.sharepoint.com/:b:/s/Contracts/EW5-nlcZ5n1GprfYFU3uOGsBUCjotpauU3VztpggYopeHQ","112220","pdf","3/22/2017 10:08:49 PM","DIR-TSO-3415","10","Amendment 3"
"DIR-TSO-3808 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EdbqDohb1jBJvrgYIXy79hYBuGt7AUl5sc2umQ_kkUFnhQ","240293","pdf","4/6/2017 1:27:10 PM","DIR-TSO-3808","0","DIR-TSO-3808 Contract"
"DIR-TSO-3808 Appendix D Master Services Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EfulurXyWkZFjynjDStWdHcBJQvMstVllUE57LpsMavizQ","307729","pdf","4/6/2017 1:36:22 PM","DIR-TSO-3808","0.04","DIR-TSO-3808 Appendix D Master Services Agreement"
"Exhibit 1 RFO DIR-TSO-TMP-265","https://dir1.sharepoint.com/:b:/s/Contracts/EWpyA_gllNdHpaSv5JUErJgB4U88Iol8OByrVWM9Qr5mmg","2438741","pdf","4/6/2017 1:41:32 PM","DIR-TSO-3808","0.99","Exhibit 1 RFO DIR-TSO-TMP-265"
"DIR-TSO-3805 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/Ean5dzOezsFJqmaKwjAP0I4BF48nlXlB8z0BgQeXdoeFtQ","242922","pdf","4/10/2017 9:00:43 PM","DIR-TSO-3805","0","contract"
"DIR-TSO-3805 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EZdmwLpCxE9Iqh4gVVbbmeABiOluParWzIlLq_3fY6KFRw","33843","pdf","4/10/2017 9:02:14 PM","DIR-TSO-3805","0.03","APP C"
"DIR-TSO-3805 Appendix D Managed Services Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/ETQwMyG9oZRGg6QPLTr1XHgBzMXKGNia6msgAddRuChq4w","591845","pdf","4/10/2017 9:02:53 PM","DIR-TSO-3805","0.04","APP D"
"RFO DIR-TSO-TMP-256 for DIR-TSO-3805","https://dir1.sharepoint.com/:b:/s/Contracts/ERACCXaeIa9Mk4mDJCs01mkBlWBiO7doBB4x6JckdowC_g","5068578","pdf","4/10/2017 9:05:26 PM","DIR-TSO-3805","0.99","RFO"
"DIR-TSO-3819 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EcIlmHbVfstOkoKLNp0M47UBEHXjkwumHpqJc1cSIUAfDA","156501","pdf","5/3/2017 3:35:16 AM","DIR-TSO-3819","0","Deliverables-Based IT Services Contract"
"DIR-TSO-3781 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EaXhG070LE9GmSk86HyMEdEBaMxUf5m4RoQoDGLVJfAwjw","583280","pdf","5/3/2017 8:21:22 PM","DIR-TSO-3781","0","Microsoft Master Services - Technical Services and Premier Support Services to eligible DIR Customers"
"DIR-TSO-3781 Appendix D Microsoft Consulting Services Work Order","https://dir1.sharepoint.com/:b:/s/Contracts/Eb9gnOw6NvdJkX_S3zbUKoEBj21kQiXm4VGim6oLRLvV6w","420758","pdf","5/3/2017 8:21:22 PM","DIR-TSO-3781","0.04","Appendix D Microsoft Consulting Services Work Order"
"DIR-TSO-3781 Appendix E Microsoft Premier Support Services Description","https://dir1.sharepoint.com/:b:/s/Contracts/EY4Q4ihI9uhBvzS3VcQ3j28BPv1Xp3aqhK__W--zSbWnBA","720652","pdf","5/3/2017 8:21:22 PM","DIR-TSO-3781","0.05","Microsoft Premier Support Services Description"
"DIR-TSO-3781 Appendix F Microsoft Technical Services Descriptions.docx","https://dir1.sharepoint.com/:b:/s/Contracts/EUAENednIGFBmAVfB1ELARwBuT2ACc4RmUMlwBpMi_vrow","180234","pdf","5/3/2017 8:21:23 PM","DIR-TSO-3781","0.06","Appendix F Microsoft Technical Services Descriptions"
"DIR-TSO-3831 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EaTw03Qicb5EnLY_rhr5Aa8B8pMS2YNP0kSuc09Wiyz6DQ","243105","pdf","5/4/2017 4:33:01 AM","DIR-TSO-3831","0","contract"
"DIR-TSO-3831 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EZcc_xWz-JdOthdsV4EFrIgBW_BWJEkXN5olbs_TqLUvPA","493120","pdf","5/4/2017 4:40:27 AM","DIR-TSO-3831","0.02","app b"
"RFO DIR-TSO-TMP-256 for DIR-TSO-3831","https://dir1.sharepoint.com/:b:/s/Contracts/EXWB7-azX7NMivllAZ7Lmp0BQitd20YM3Tzn4AV55pE-ww","5068578","pdf","5/4/2017 4:41:51 AM","DIR-TSO-3831","0.99","rfo"
"DIR-TSO-3839 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EXHuy0X-bbRHktjNsvszDO0BLXffcy2gBHtL761xe0uqrQ","190008","pdf","5/4/2017 3:22:57 PM","DIR-TSO-3839","0.01","DIR-TSO-3839"
"DIR-TSO-3839 Appendix B HUB Subcontracting","https://dir1.sharepoint.com/:b:/s/Contracts/EU3xTP267I9Kh2uFAMFP84gBE9Sc9m1d9j0Yh0tArtzEug","1075362","pdf","5/4/2017 3:24:42 PM","DIR-TSO-3839","0.02","DIR-TSO-3839"
"DIR-TSO-3839 Appendix C Statement of Work (SOW)","https://dir1.sharepoint.com/:b:/s/Contracts/EfJkGCC4njhIkkKZejUkZiYB4mJcq_wHzRC31frgqhMzzA","296442","pdf","5/4/2017 3:25:28 PM","DIR-TSO-3839","0.03","DIR-TSO-3839"
"DIR-TSO-3839 RFO DIR-TSO-TMP-253","https://dir1.sharepoint.com/:b:/s/Contracts/EZ_sY6mBRoNKl1LRmHLITegBPnqdLev6u4LYofd4R_63uA","4817562","pdf","5/4/2017 3:26:42 PM","DIR-TSO-3839","0.99","DIR-TSO-3839"
"DIR-TSO-3814 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EY4U6dn6DbpMiL1jOk0Zk2gB1bZJ9c4EZHZ1F4qLFMxKWQ","139868","pdf","5/5/2017 1:53:09 PM","DIR-TSO-3814","0","Contract"
"DIR-TSO-3814 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EVb3sbDiq99KujbMvrpyJvIBfZHZ28seiLrxvQ6lQb-c1w","770615","pdf","5/5/2017 1:55:06 PM","DIR-TSO-3814","0.02","Appendix B"
"DIR-TSO-3814 Exhibit 2 RFO DIR-TMP-TSO-236  RFO","https://dir1.sharepoint.com/:b:/s/Contracts/EU_XuxZcxEhOjkSPp0YWO_kBsm1HIIGbLYMY8PSVqbWh9A","3903671","pdf","5/5/2017 1:56:49 PM","DIR-TSO-3814","0.99","RFO"
"DIR-TSO-3799 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ETSRu-Sqa65BrnsKRwXND78BMx7GeF6kl7PQGDe38dQN2Q","135919","pdf","5/5/2017 2:13:27 PM","DIR-TSO-3799","0","Contract"
"DIR-TSO-3799 Appendix C Pricing Index","https://dir1.sharepoint.com/:b:/s/Contracts/EXYYnsb1KndBobiSzdTXVhwBnfsKLdsv1kFN_gYws3PBcQ","316778","pdf","5/5/2017 2:16:19 PM","DIR-TSO-3799","0.03","Appendix C"
"DIR-TSO-3799 Exhibit 2 RFO DIR-TSO-TMP-236","https://dir1.sharepoint.com/:b:/s/Contracts/EbLN3o31cWpErSv7YkCM7_sBf9ioOjgRrPiy604-3z-jtg","3903671","pdf","5/5/2017 2:17:15 PM","DIR-TSO-3799","0.99","RFO"
"DIR-TSO-3813 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EXqI1PCrgOxFn-GsTyETrnUBP4K3NJsaYI-v7UH1FhI1sA","135655","pdf","5/5/2017 3:40:58 PM","DIR-TSO-3813","0","Contract"
"DIR-TSO-3813 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EeviGDtzLVVGtGg4W-DS3QMBuC2XEmcHyTdAvGjuxg34kQ","1069886","pdf","5/5/2017 3:42:18 PM","DIR-TSO-3813","0.02","Appendix B"
"DIR-TSO-3813 Exhibit 2 RFO DIR-TSO-TMP-236","https://dir1.sharepoint.com/:b:/s/Contracts/EaBGAwgGEDBCux3n24kzinMBdt_4vNrs5x5lqmaniL0_sg","3903671","pdf","5/5/2017 3:43:23 PM","DIR-TSO-3813","99","RFO"
"DIR-TSO-3789 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EXs8B_Axt9JJhXkEHuWOL_YB-aBbM5sB1L5_ejEaFRebaw","351340","pdf","5/8/2017 1:52:26 PM","DIR-TSO-3789","0","CONTRACT"
"DIR-TSO-3789 Appendix B HUB Subcontracting Plan","https://dir1.sharepoint.com/:b:/s/Contracts/EUcr6voY77lPnwfuiYkBh28BWQwc65V4kURjwJAf_VceQA","837852","pdf","5/8/2017 1:56:17 PM","DIR-TSO-3789","0.02","APPENDIX B HSP"
"DIR-TSO-3789 Appendix D Master Lease Agreement","https://dir1.sharepoint.com/:b:/s/Contracts/EQfXvNWaAI9NhS9Ydz4fRvMBWWtGJZU_ASi-Yd3YHyjnGw","819135","pdf","5/8/2017 1:58:19 PM","DIR-TSO-3789","0.04","APPENDIX D MASTER LEASE AGREEMENT"
"RFO DIR-TSO-TMP-256 for DIR-TSO-3789","https://dir1.sharepoint.com/:b:/s/Contracts/Eez3BxJrV89EiP_p__XGaKEBbTQVXeMZTEk5UoZJH-sfgw","5068578","pdf","5/8/2017 2:00:27 PM","DIR-TSO-3789","0.99","RFO"
"DIR-LGL-CALIR-02 Appendix A Standard Terms and Conditions","https://dir1.sharepoint.com/:b:/s/Contracts/ERNN9L1XwPBJhokYXAnuJRMB1O0yrzGq_cnVVy7N9AJHkQ","730123","pdf","5/11/2017 5:51:28 PM","DIR-LGL-CALIR-02","0.01","Appendix A Standard Terms and Conditions"
