"Title","Redirect URL","File Size","Type","Created","Contract Number","Contract Order","Document Summary"
"DIR_SDD_IC577 Interlocal Cooperative Contract 577","https://dir1.sharepoint.com/:b:/s/Contracts/ERBwYtnenOZCiNdMyZRlXSIBCIlBedcHLCDOh6vHl9-a2w","91986","pdf","12/16/2014 6:22:43 AM","DIR-SDD-IC577","50","DIR-SDD-IC577 Interlocal Cooperative Contract 577"
"DIR_SDD_IC582","https://dir1.sharepoint.com/:b:/s/Contracts/EVG1JVCG8y1AhBauY_M5LoUBAvKDZOorH9LrmcPwlQPuRA","91270","pdf","12/16/2014 6:22:45 AM","DIR-SDD-IC582","50","DIR-SDD-IC582"
"DIR_SDD_IC585","https://dir1.sharepoint.com/:b:/s/Contracts/ERJFDihUlZBFjAmSm304SmABFid1jM6ESUgKA_EeSvuJFg","90668","pdf","12/16/2014 6:22:47 AM","DIR-SDD-IC585","50","DIR-SDD-IC585"
"DIR_SDD_IC586","https://dir1.sharepoint.com/:b:/s/Contracts/EQMqL2ns26ZOiMJcUePaN3YB4zQQ5oyXLcbJOx9rcA8OQA","91200","pdf","12/16/2014 6:22:48 AM","DIR-SDD-IC586","50","DIR-SDD-IC586"
"DIR_SDD_IC587 Howard County_ Maryland","https://dir1.sharepoint.com/:b:/s/Contracts/EaD9mQjen5RJpMdzC9hW8xAB8LF-JT321sV9mEP4b1m0KA","95183","pdf","12/16/2014 6:22:49 AM","DIR-SDD-IC587","50","DIR-SDD-IC587 Howard County, Maryland"
"DIR_SDD_IC589","https://dir1.sharepoint.com/:b:/s/Contracts/ETRy9Eg3oKxBudIfRlxq0lQBoX2gc2qGE1I9grDyT4Bn-Q","90873","pdf","12/16/2014 6:22:50 AM","DIR-SDD-IC589","50","DIR-SDD-IC589"
"DIR_SDD_IC594 Rapid City Area School District South Dakota","https://dir1.sharepoint.com/:b:/s/Contracts/EX4Y1D7PPgJDnzUtxrOkvPQBY_Ewkz3UtSYzkSEfvN-XeQ","90166","pdf","12/16/2014 6:22:52 AM","DIR-SDD-IC594","50","DIR-SDD-IC594 Rapid City Area School District, South Dakota"
"DIR_SDD_IC595 City and County of Denver_ Colorado","https://dir1.sharepoint.com/:b:/s/Contracts/EZ-AcJv_uW1BsAR9xQoZoesBN-0dopn0tlvuGtPgiG_EIw","90236","pdf","12/16/2014 6:22:53 AM","DIR-SDD-IC595","50","DIR-SDD-IC595 City and County of Denver, Colorado"
"DIR_SDD_IC597","https://dir1.sharepoint.com/:b:/s/Contracts/EUEQHOBFuz9PnH6mRnrSYggBLghjzj7Rvx79vCSAEdir-w","90287","pdf","12/16/2014 6:22:54 AM","DIR-SDD-IC597","50","DIR-SDD-IC597"
"DIR_SDD_IC600 Virginia Polytechnic Institute and State University_ Vir","https://dir1.sharepoint.com/:b:/s/Contracts/EXrGOf6UHUJLnGwGUmfzSFgBbl_AZxGBRIkZT0ezC-lknA","91171","pdf","12/16/2014 6:22:55 AM","DIR-SDD-IC600","50","DIR-SDD-IC600 Virginia Polytechnic Institute and State University, Virginia"
"DIR_SDD_IC601 City of Boise_ Idaho","https://dir1.sharepoint.com/:b:/s/Contracts/EQZ21mTdDfZEuLaX--fof5cBcaxTxX2vlzqani-IDlFHGA","90477","pdf","12/16/2014 6:22:57 AM","DIR-SDD-IC601","50","DIR-SDD-IC601 City of Boise, Idaho"
"DIR_SDD_IC602 City of Pinellas Park_ Florida","https://dir1.sharepoint.com/:b:/s/Contracts/EdYysbai3cdHlT6gyCNXnz8BBRgG4RQenKXzuHHJVDHrYw","90574","pdf","12/16/2014 6:22:58 AM","DIR-SDD-IC602","50","DIR-SDD-IC602 City of Pinellas Park, Florida"
"DIR_SDD_IC606 Interlocal Cooperative Contract 606","https://dir1.sharepoint.com/:b:/s/Contracts/ES6HgjOGcT9Ar8GaSGhoGRoBS1fhbbh877mBBhf8VLs1-w","91638","pdf","12/16/2014 6:22:59 AM","DIR-SDD-IC606","50","DIR-SDD-IC606 Interlocal Cooperative Contract 606"
"DIR_SDD_IC607","https://dir1.sharepoint.com/:b:/s/Contracts/EVXCkcnkcd5Fph190tysjS8Bc0qtUtxawQkyPFdHrpEOAg","138592","pdf","12/16/2014 6:23:00 AM","DIR-SDD-IC607","50","DIR-SDD-IC607"
"DIR_SDD_IC611","https://dir1.sharepoint.com/:b:/s/Contracts/ETMm-f2s1wtBkYwhUfzrM0oBw9DU8juPX8JMei2zDbhMQA","137998","pdf","12/16/2014 6:23:03 AM","DIR-SDD-IC611","50","DIR-SDD-IC611"
"DIR_SDD_IC612","https://dir1.sharepoint.com/:b:/s/Contracts/EYMuZ1AdvSZJglq2auFrvJYBJ0DwbWO9TC8vbL8HikAJJQ","138351","pdf","12/16/2014 6:23:04 AM","DIR-SDD-IC612","50","DIR-SDD-IC612"
"DIR_SDD_IC614","https://dir1.sharepoint.com/:b:/s/Contracts/EQae31DYhBNEpdvkCpKzxRoB7aNWrJPpHnGVIj-_lmK6HA","137296","pdf","12/16/2014 6:23:06 AM","DIR-SDD-IC614","50","DIR-SDD-IC614"
"DIR_SDD_IC618","https://dir1.sharepoint.com/:b:/s/Contracts/ETymnRg53h9Fl6hgKitbZB8BcFEgNJ9Pi1OgwfZaaBHWIA","136983","pdf","12/16/2014 6:23:07 AM","DIR-SDD-IC618","50","DIR-SDD-IC618"
"DIR_SDD_IC620","https://dir1.sharepoint.com/:b:/s/Contracts/EVVldxIFonZEmVEeWtAb4PAB7KF1FGEHHQEKG5Uo8_Q9-w","100142","pdf","12/16/2014 6:23:09 AM","DIR-SDD-IC620","50","DIR-SDD-IC620"
"DIR_SDD_IC621","https://dir1.sharepoint.com/:b:/s/Contracts/EVIvw03l_7lCjBOApVZfiWUBjeJSMp8RbfxEOXR-LeF-mQ","70553","pdf","12/16/2014 6:23:10 AM","DIR-SDD-IC621","50","DIR-SDD-IC621"
"DIR_SDD_IC622","https://dir1.sharepoint.com/:b:/s/Contracts/EUGX-VJ-8F9PqYQk13GDITcB-LSh1fHJdbLrj96dkjNVdw","96885","pdf","12/16/2014 6:23:12 AM","DIR-SDD-IC622","50","DIR-SDD-IC622"
"DIR_SDD_IC624","https://dir1.sharepoint.com/:b:/s/Contracts/EXM1gz9sq99PoNHC4UzSebEBlpNKGRWBfv2szrkfv9urIQ","67665","pdf","12/16/2014 6:23:13 AM","DIR-SDD-IC624","50","DIR-SDD-IC624"
"DIR_SDD_IC625","https://dir1.sharepoint.com/:b:/s/Contracts/EUUEWySaVFxBg2WrvWr4cVoBtsJlu9HbA6dq0V5dedYkvQ","139120","pdf","12/16/2014 6:23:14 AM","DIR-SDD-IC625","50","DIR-SDD-IC625"
"DIR_SDD_IC627","https://dir1.sharepoint.com/:b:/s/Contracts/Efc_35MkqfpDohWiKlXwNkoBJWooVI3CX7rSHILP5WhW-A","156143","pdf","12/16/2014 6:23:18 AM","DIR-SDD-IC627","50","DIR-SDD-IC627"
"DIR_SDD_IC628","https://dir1.sharepoint.com/:b:/s/Contracts/EWLoHVRWK8NEi1faRAAOSpkBy-tgeZ_Y6Li9Wv72ImEHFQ","138311","pdf","12/16/2014 6:23:19 AM","DIR-SDD-IC628","50","DIR-SDD-IC628"
"DIR_SDD_IC629","https://dir1.sharepoint.com/:b:/s/Contracts/EX1V3ZQsDFBDrRAXWJLGSDQBiOqgnrLJNLVnX0FWOiQGdg","138486","pdf","12/16/2014 6:23:20 AM","DIR-SDD-IC629","50","DIR-SDD-IC629"
"DIR_SDD_IC630","https://dir1.sharepoint.com/:b:/s/Contracts/EV5Wliu9WqFEhQ7zv20Jj5QByAXLFMjKKJcQuhNtFBK8Nw","139837","pdf","12/16/2014 6:23:22 AM","DIR-SDD-IC630","50","DIR-SDD-IC630"
"DIR_SDD_IC631","https://dir1.sharepoint.com/:b:/s/Contracts/EelXXdgkotFNv-yCnpa9AukBF5Xs6Vm04k4EnVn8KV9Enw","139068","pdf","12/16/2014 6:23:23 AM","DIR-SDD-IC631","50","DIR-SDD-IC631"
"DIR_SDD_IC633","https://dir1.sharepoint.com/:b:/s/Contracts/EYmeUWDOwO1Fr7Aov7Vb6-MBq6pjAO83FH_sp6BxnZa9RA","185439","pdf","12/16/2014 6:23:25 AM","DIR-SDD-IC633","50","DIR-SDD-IC633"
"DIR_SDD_IC634","https://dir1.sharepoint.com/:b:/s/Contracts/Eam4CVYhfahIt5dQbUjq_rYBpCgY16FU1MUt7OSuW7O1hQ","141441","pdf","12/16/2014 6:23:26 AM","DIR-SDD-IC634","50","DIR-SDD-IC634"
"DIR_SDD_IC635","https://dir1.sharepoint.com/:b:/s/Contracts/Efy0w-1WkZ9Pj0oofx0t5I0Bw-qxZco-P75J0G5hqYjpuw","138476","pdf","12/16/2014 6:23:27 AM","DIR-SDD-IC635","50","DIR-SDD-IC635"
"DIR_SDD_IC636","https://dir1.sharepoint.com/:b:/s/Contracts/EYx8CeNB5OpOpgufSf6bla4BM33zVjlXHcBXhYgrl03ulA","153190","pdf","12/16/2014 6:23:28 AM","DIR-SDD-IC636","50","DIR-SDD-IC636"
"DIR_TSO_IC658","https://dir1.sharepoint.com/:b:/s/Contracts/EXXDXZtvAaxJn6hjhELPjIYBW0VxAv5gHBg6wmHHuYsNow","23746","pdf","12/16/2014 6:23:31 AM","DIR-TSO-IC658","50","DIR-TSO-IC658"
"DIR_TSO_IC661","https://dir1.sharepoint.com/:b:/s/Contracts/ESPUkUSUrJhEo7UXoiwQmS8BZQaDE5Ob4hj99RtB4E5_nA","162375","pdf","12/16/2014 6:23:32 AM","DIR-TSO-IC661","50","DIR-TSO-IC661"
"DIR_SDD_IC662","https://dir1.sharepoint.com/:b:/s/Contracts/EQJTKnxbMphPvVuA8YqqYCYBcSMZwFam5VFysB75iDgCzQ","163439","pdf","12/16/2014 6:23:34 AM","DIR-SDD-IC662","50","DIR-SDD-IC662"
"DIR_TSO_IC664","https://dir1.sharepoint.com/:b:/s/Contracts/EWqj5K15jMVDucxdcc8BU4QB9bJFIABULVC1Cm9r2EaS4w","247776","pdf","12/16/2014 6:23:36 AM","DIR-TSO-IC664","50","DIR-TSO-IC664"
"DIR_TSO_IC638","https://dir1.sharepoint.com/:b:/s/Contracts/EYkfOWQ6TCZGtgjHy1-EfG0BZatVe2DBhXff8CtiZK90tg","138601","pdf","12/16/2014 6:30:12 AM","DIR-TSO-IC638","50","DIR-TSO-IC638"
"DIR_TSO_IC639","https://dir1.sharepoint.com/:b:/s/Contracts/EWZC7jKd7xVKkum84gBsZCMBTMIL3n5d56s_zdlR4pyhjQ","247629","pdf","12/16/2014 6:30:14 AM","DIR-TSO-IC639","50","DIR-TSO-IC639"
"DIR_TSO_IC642","https://dir1.sharepoint.com/:b:/s/Contracts/ESeRMXGlwRRCiiRv_z1Fd9UB-6Xwa602MIYcCTMf7xDAAA","139207","pdf","12/16/2014 6:30:16 AM","DIR-TSO-IC642","50","DIR-TSO-IC642"
"DIR_TSO_IC643","https://dir1.sharepoint.com/:b:/s/Contracts/EXjXr5RfAzpHjnuJiM3TL4oBatwJskJYXx-DBRq_p4ffag","138389","pdf","12/16/2014 6:30:18 AM","DIR-TSO-IC643","50","DIR-TSO-IC643"
"DIR_TSO_IC644","https://dir1.sharepoint.com/:b:/s/Contracts/EY44FrIopqBKjaPNCz6aZqgBwGPKhfo410ef197T-rMrCg","77581","pdf","12/16/2014 6:30:19 AM","DIR-TSO-IC644","50","DIR-TSO-IC644"
"DIR_TSO_IC645","https://dir1.sharepoint.com/:b:/s/Contracts/EU_-tEVILCxJmVIr1O7xT4gBHtF3rzMQzOeyu8TT5CyuNA","138569","pdf","12/16/2014 6:30:21 AM","DIR-TSO-IC645","50","DIR-TSO-IC645"
"DIR_TSO_IC646","https://dir1.sharepoint.com/:b:/s/Contracts/EUDbykAEP8xGtXRpETvFwSQBj_eRfpeNnQuKy7dFbXYyYw","138509","pdf","12/16/2014 6:30:22 AM","DIR-TSO-IC646","50","DIR-TSO-IC646"
"DIR_TSO_IC648","https://dir1.sharepoint.com/:b:/s/Contracts/EefifEJUK29Gq1Z__AXD7OsBczdjcKBEEVI2vhh0xooL5w","139065","pdf","12/16/2014 6:30:25 AM","DIR-TSO-IC648","50","DIR-TSO-IC648"
"DIR_TSO_IC650","https://dir1.sharepoint.com/:b:/s/Contracts/EU73O58IontGuyYEXCF8WqEBkj9k4vR_488gK2h7clblOw","138286","pdf","12/16/2014 6:30:28 AM","DIR-TSO-IC650","50","DIR-TSO-IC650"
"DIR_TSO_IC653","https://dir1.sharepoint.com/:b:/s/Contracts/EdfH9ZFYLc9Hq1-52MpfhLQBf0-i6w62SsWiVFnCGCuVrg","138791","pdf","12/16/2014 6:30:29 AM","DIR-TSO-IC653","50","DIR-TSO-IC653"
"DIR_TSO_IC654","https://dir1.sharepoint.com/:b:/s/Contracts/EarxHptx8hVNsRZ58ljvkMEBmto6H-7-Wzw9MYo5SF0xjg","22271","pdf","12/16/2014 6:30:31 AM","DIR-TSO-IC654","50","DIR-TSO-IC654"
"DIR_TSO_IC655","https://dir1.sharepoint.com/:b:/s/Contracts/EfxGKsSBS8NIno8F09vCNzIBKTwOHRsIElwvTMGAUm0_aw","22346","pdf","12/16/2014 6:30:32 AM","DIR-TSO-IC655","50","DIR-TSO-IC655"
"DIR_TSO_IC656","https://dir1.sharepoint.com/:b:/s/Contracts/EZ34goVgIH1Bl0IC_u70sk8B3Z2Ww-dpitfp_swkn81xFw","22477","pdf","12/16/2014 6:30:33 AM","DIR-TSO-IC656","50","DIR-TSO-IC656"
"DIR_TSO_IC657","https://dir1.sharepoint.com/:b:/s/Contracts/Ea_wTX1asr9Lmujg3YQ1AboBhIi5wRBHORZORh4tL979gw","22767","pdf","12/16/2014 6:30:35 AM","DIR-TSO-IC657","50","DIR-TSO-IC657"
"DIR_TSO_IC659","https://dir1.sharepoint.com/:b:/s/Contracts/ETbSIEp1qNFNvDbaloh7AwUBipjcHAv_1J8oiPkeG28L7A","21828","pdf","12/16/2014 6:30:36 AM","DIR-TSO-IC659","50","DIR-TSO-IC659"
"DIR_TSO_IC660","https://dir1.sharepoint.com/:b:/s/Contracts/ES0QPf65RolOkja41KPnFHoBUxxMULv3PoOymI9JBcs4yw","163227","pdf","12/16/2014 6:30:38 AM","DIR-TSO-IC660","50","DIR-TSO-IC660"
"DIR_TSO_IC665","https://dir1.sharepoint.com/:b:/s/Contracts/EWyLFYkGvUFGjA8nirsmmN0BE6oH9AGOpiaUfgiEt_Xfcw","140532","pdf","12/16/2014 6:30:39 AM","DIR-TSO-IC665","50","DIR-TSO-IC665"
"DIR_TSO_IC667","https://dir1.sharepoint.com/:b:/s/Contracts/EaQFhD-SiIdBrVGvrg-GfrkB8BrBlRan7y1MmO3t6QaD7A","139662","pdf","12/16/2014 6:30:42 AM","DIR-TSO-IC667","50","DIR-TSO-IC667"
"DIR_TSO_IC671","https://dir1.sharepoint.com/:b:/s/Contracts/EX8WNEJ5wWBOtPf4YfuMu34BBiAO7Xt0rptFUq0-EBoG2w","140688","pdf","12/16/2014 6:30:47 AM","DIR-TSO-IC671","50","DIR-TSO-IC671"
"DIR_SDD_IC349 City of Hampton_ Virginia ICC","https://dir1.sharepoint.com/:b:/s/Contracts/Ed0PXY-8zVZDttfVX5P-NL0BeujmEMRvMOP1Qx_Z2p7QXw","74999","pdf","12/16/2014 6:31:58 AM","DIR-SDD-IC349","50","DIR-SDD-IC349 City of Hampton, Virginia ICC"
"DIR_SDD_IC368 Fairfax County Water Authority","https://dir1.sharepoint.com/:b:/s/Contracts/EViccTDKZwRBkozbuxRyT0MB4LHZcFr0hpZXmcKJA0_BHQ","71304","pdf","12/16/2014 6:31:59 AM","DIR-SDD-IC368","50","DIR-SDD-IC368 Fairfax County Water Authority"
"DIR_SDD_IC526 Interlocal Cooperative Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EfGuxjJWB6VBvbPoX-uLfcUBI_fbUNo_F1-i2DgRBGX4ZA","628093","pdf","12/16/2014 6:32:01 AM","DIR-SDD-IC526","50","DIR-SDD-IC526 Interlocal Cooperative Contract"
"DIR_SDD_IC238 Pierce County ICC","https://dir1.sharepoint.com/:b:/s/Contracts/Eemx4hZFCuJBhY-nNqAbzDABk6vsRvNX6Hm0IuMPod3nxw","33906","pdf","12/16/2014 6:32:03 AM","DIR-SDD-IC238","50","DIR-SDD-IC238 Pierce County ICC"
"DIR_SDD_IC321 Stafford County Public Schools ICC","https://dir1.sharepoint.com/:b:/s/Contracts/Eb7n9SCEHyNCnV26YYRxl68BGY6LBLix3syuAf7n5RIjJg","29157","pdf","12/16/2014 6:32:04 AM","DIR-SDD-IC321","50","DIR-SDD-IC321 Stafford County Public Schools ICC"
"DIR_SDD_IC326 City of Coral Gables ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EchITZRvsndBrvTxEdZliRABim_lykT_0NExFk3_dTQf8g","29468","pdf","12/16/2014 6:32:05 AM","DIR-SDD-IC326","50","DIR-SDD-IC326 City of Coral Gables ICC"
"DIR_SDD_IC328 Gloucester County ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EUOELqGMA2xMjtgktu7SEpwBI0DLB5oDZpiplqq_lBCIxg","61786","pdf","12/16/2014 6:32:06 AM","DIR-SDD-IC328","50","DIR-SDD-IC328 Gloucester County ICC"
"DIR_SDD_IC335 Pinellas County ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EVDceOHkSZhCjUQSm5JKy_IBp5TD34MWZY7toV0dclBHVw","32001","pdf","12/16/2014 6:32:07 AM","DIR-SDD-IC335","50","DIR-SDD-IC335 Pinellas County ICC"
"DIR_SDD_IC337 City of Las Cruces ICC","https://dir1.sharepoint.com/:b:/s/Contracts/ETsb1OtoTChEqoT5Gw-VSQIBxNS-44EIWm6ERwNJwSzzcg","28014","pdf","12/16/2014 6:32:08 AM","DIR-SDD-IC337","50","DIR-SDD-IC337 City of Las Cruces ICC"
"DIR_SDD_IC345 Calvert County ISD ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EUdlXLihTwRModLU-7D1QAABUvFf3PYs2QtZPwe0ZT2S2w","24175","pdf","12/16/2014 6:32:10 AM","DIR-SDD-IC345","50","DIR-SDD-IC345 Calvert County ISD ICC"
"DIR_SDD_IC347 Washington County Public Schools ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EWh96c78NLdLjOVUXUWhooIBrNrrTCEONw0NviRNtL8VJg","26636","pdf","12/16/2014 6:32:11 AM","DIR-SDD-IC347","50","DIR-SDD-IC347 Washington County Public Schools ICC"
"DIR_SDD_IC348 City of McMechen ICC","https://dir1.sharepoint.com/:b:/s/Contracts/Ed81uQKsP55Bn2ZndCKOQGABc0tmHIIviluQVFNESznabw","26202","pdf","12/16/2014 6:32:12 AM","DIR-SDD-IC348","50","DIR-SDD-IC348 City of McMechen ICC"
"DIR_SDD_IC353 James City County ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EUXcRYAhmtBDiOWQjgaRGZgBanNRrOUNDevrgyw9b7E7Yw","26483","pdf","12/16/2014 6:32:13 AM","DIR-SDD-IC353","50","DIR-SDD-IC353 James City County ICC"
"DIR_SDD_IC359 Portsmouth Public Schools ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EYgmnzHjV6BEuioElM94-oUBx6F-RtCkkyIKPw9yMxnRoQ","25681","pdf","12/16/2014 6:32:15 AM","DIR-SDD-IC359","50","DIR-SDD-IC359 Portsmouth Public Schools ICC"
"DIR_SDD_IC373 Miami_Dade County_ Florida ICC Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EaUforoIBdtFpGd5zrIOF5UBo5KU7GlIaPpzf5W0MLDw6Q","75118","pdf","12/16/2014 6:32:16 AM","DIR-SDD-IC373","50","DIR-SDD-IC373 Miami-Dade County, Florida ICC Contract"
"DIR_SDD_IC516 City of Texarkana","https://dir1.sharepoint.com/:b:/s/Contracts/ETpZhtViURpHiUD_yXnSEWsBG5NJr1qrWSZcPszblpfCYw","70424","pdf","12/16/2014 6:32:19 AM","DIR-SDD-IC516","50","DIR-SDD-IC516 City of Texarkana"
"DIR_SDD_IC523 Washoe County_ Nevada ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EU7LbFvx-AhDre1E8aq34t8BAfdEH-PzK1flDpPso_o2pQ","70586","pdf","12/16/2014 6:32:21 AM","DIR-SDD-IC523","50","DIR-SDD-IC523 Washoe County, Nevada ICC"
"DIR_SDD_IC547 Interlocal Cooperative Contract","https://dir1.sharepoint.com/:b:/s/Contracts/ESwIE8oDi0xLrkS1CO72V-oB9KWjII361vd_dZO91Tb4Zw","70696","pdf","12/16/2014 6:32:22 AM","DIR-SDD-IC547","50","DIR-SDD-IC547 Interlocal Cooperative Contract"
"DIR_SDD_IC336 UNC Greensboro ICC","https://dir1.sharepoint.com/:b:/s/Contracts/EX0c-Kq11bhFgmlYT2MF7PYBZsc5CLoekndYqm5kpzDy2g","28060","pdf","12/16/2014 6:32:23 AM","DIR-SDD-IC336","50","DIR-SDD-IC336 UNC Greensboro ICC"
"DIR-SDD-IC626","https://dir1.sharepoint.com/:b:/s/Contracts/ETBpzJp5zA9OoW2DeRqIYWQB_7rawcpFsijF0PCGygx4_Q","147160","pdf","12/16/2014 5:26:03 PM","DIR-SDD-IC626","1","DIR-SDD-IC626 The State of Missouri"
"DIR-TEX-AN-NG-CTSA-005 Contract","https://dir1.sharepoint.com/:b:/s/Contracts/EdNXXIFhcIpPvTLIyzwYJmkBtQXr1WTZinFwklVB8ZNT4A","1153843","pdf","1/21/2015 2:45:39 PM","DIR-TEX-AN-NG-CTSA-005","1","DIR-TEX-AN-NG-CTSA-005"
"DIR-TEX-AN-NG-CTSA-005 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/EfL63ONplNtBqgQH84GwPwMB08MFWTSoyP7vSkskGIhmcw","72290","pdf","1/21/2015 2:47:41 PM","DIR-TEX-AN-NG-CTSA-005","20","DIR-TEX-AN-NG-CTSA-005-amendment-1"
"DIR-TEX-AN-NG-CTSA-005 Amendment 2","https://dir1.sharepoint.com/:b:/s/Contracts/ESKjqtkwCcZFlDVCoZVsUWMBtyyafnKO9QFjOKzn4KajRg","69786","pdf","1/21/2015 2:47:41 PM","DIR-TEX-AN-NG-CTSA-005","22","DIR-TEX-AN-NG-CTSA-005-amendment-2"
"DIR-TEX-AN-NG-CTSA-005 Appendix C1 - CSA","https://dir1.sharepoint.com/:b:/s/Contracts/EejVV28u07tDg7J3JP7dgrEBr9ndlXJmY25PJfF3cW4alg","208532","pdf","1/21/2015 2:56:42 PM","DIR-TEX-AN-NG-CTSA-005","17.5","appendix-c1-to-csa"
"DIR-TEX-AN-NG-CTSA-002 Amendment 1","https://dir1.sharepoint.com/:b:/s/Contracts/ETFqX_3uTgxHjcQfwY4eBGEBbPC3EMirmTno7G26kwBtMg","71421","pdf","1/21/2015 3:04:51 PM","DIR-TEX-AN-NG-CTSA-002","21","DIR-TEX-AN-NG-CTSA-002-amendment-1"
